"","county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"463","Jefferson","GA",NA,NA,33,17408,-5.19999981,8,6.5999999,1748,6.19999981,21416,4.30000019,53.7999992,34.7000008,11.3999996,44.002758,55.721508,34.4037209
"464","Jenkins","GA",NA,NA,24,8247,-4.0999999,8.60000038,5.5999999,3274,7.69999981,22230,6.4000001,51.4000015,34.0999985,14.3999996,58.3363647,41.3726196,33.0786934
"465","Johnson","GA",NA,NA,27,8329,-4.4000001,8.60000038,6.69999981,389,4.9000001,22540,5.80000019,44.7000008,39.9000015,15.1999998,65.7221756,34.0857239,39.5605698
"466","Jones","GA",4680,NA,54,20739,28.1000004,5.9000001,3.4000001,1090,12,35598,1.89999998,45.9000015,38.0999985,15.8999996,73.8608398,25.6376877,35.0981255
"467","Lamar","GA",NA,NA,73,13038,10.3999996,7.80000019,5.5999999,1786,10,26201,3.0999999,46.7999992,38.7000008,13.6000004,65.6465683,34.0696411,33.8242073
"468","Lanier","GA",NA,NA,31,5531,1.60000002,6.4000001,5.4000001,1256,5.4000001,20280,5.19999981,47.2999992,35,17.3999996,71.9218979,26.5774727,30.970892
"469","Laurens","GA",NA,NA,50,39988,10.5,8.30000019,5.5999999,4870,12,26944,2.79999995,44,43.7000008,11.3999996,66.2323685,33.2699814,35.1580467
"470","Lee","GA",120,NA,49,16250,49.2999992,4.19999981,2.29999995,2046,13.6999998,34112,1.70000005,30.7000008,51.7999992,17.2999992,80.0430756,19.2923069,36.3569221
"471","Liberty","GA",NA,NA,110,52745,51.7999992,2.29999995,1.39999998,3012,13.3999996,22123,0.200000003,48.7999992,35.9000015,14.8999996,54.8582802,39.1601105,14.9682436
"472","Lincoln","GA",NA,NA,36,7442,13.5,8.89999962,5.30000019,421,8.19999981,25733,5.19999981,44.9000015,38.7999992,16.2000008,61.8113403,37.9736633,39.7473793
"473","Long","GA",NA,NA,17,6202,51.9000015,5.5,3,1341,5.19999981,20500,2.5,44.7000008,36.7000008,18.1000004,75.5401459,21.6381817,31.5543365
"474","Lowndes","GA",NA,NA,155,75981,14.8000002,5.5999999,3.9000001,6876,16.2999992,28007,0.899999976,40.5999985,46.2999992,12.8999996,66.5508499,31.9040279,29.2073021
"475","Lumpkin","GA",NA,NA,54,14573,43.5999985,5.9000001,4.30000019,2108,11.1000004,30417,2.0999999,39.9000015,39.2000008,20.6000004,96.0817947,1.63315725,34.5570564
"476","McDuffie","GA",NA,NA,80,20119,12.8000002,7.19999981,4.69999981,1177,10.3999996,26444,2.20000005,40.7999992,45.7000008,13.3000002,63.2238197,36.3835182,32.148716
"477","McIntosh","GA",NA,NA,21,8634,11.3999996,7.5999999,5.19999981,1734,8.69999981,24117,2.79999995,54.7000008,29.2000008,15.6000004,56.5207329,43.0738945,40.7343063
"478","Macon","GA",NA,NA,32,13114,-7.69999981,7.4000001,6.4000001,1089,10.1000004,21908,4.5,65.4000015,24.7999992,9.5,40.8570976,58.6701241,29.022419
"479","Madison","GA",500,NA,78,21050,24.5,6.30000019,4.69999981,84,9.69999981,30065,4.69999981,34.7000008,48.5999985,16.3999996,90.5035629,8.78384781,32.745842
"480","Marion","GA",NA,NA,16,5590,7.69999981,7.5999999,5.30000019,595,4.5999999,20904,6.80000019,55.7000008,34.5999985,9.60000038,58.139534,41.2522354,36.7799644
"481","Meriwether","GA",NA,NA,45,22411,6.9000001,7.80000019,5.69999981,2436,6.69999981,23867,2.9000001,54.7000008,32.2999992,12.8999996,55.1381035,44.5718613,32.6625328
"482","Miller","GA",NA,NA,22,6280,-10.6000004,8.89999962,7.80000019,389,8.19999981,25586,10.3000002,42.0999985,37.2999992,20.5,72.3248444,27.4840755,35.3025475
"483","Mitchell","GA",NA,NA,40,20275,-2.70000005,7.30000019,5.80000019,2982,7.80000019,21961,4.5,52.7000008,33.0999985,14.1000004,51.3637466,47.5807648,28.5819969
"484","Monroe","GA",NA,NA,45,17113,22.5,6.4000001,4.9000001,3235,12.8999996,32127,1.70000005,45,39.2999992,15.3999996,67.7671967,31.5900192,36.0427742
"485","Montgomery","GA",NA,NA,30,7163,3.79999995,6.80000019,5.5,1161,10.1000004,25124,5,45.2999992,38.5999985,15.8999996,69.7752304,28.2842388,36.5349731
"486","Morgan","GA",NA,NA,38,12883,14.3999996,7.4000001,5.80000019,3030,11,30628,3.79999995,46.2000008,40.2999992,13.3999996,64.8529053,34.6115036,34.5804558
"487","Murray","GA",NA,NA,81,26147,41.2000008,4.9000001,3.29999995,2884,5.5,29708,2.0999999,38.2999992,45.0999985,16.3999996,99.269516,0.156805754,27.5901642
"488","Muscogee","GA",1800,NA,862,179278,9.60000038,6.5,4.30000019,6249,16.6000004,28565,0,49.7000008,41.7000008,8.39999962,58.9932938,38.019722,28.6036205
"489","Newton","GA",520,NA,162,41808,29.1000004,6.0999999,4.5,3793,9.5,31803,1.39999998,42.5,42.5,14.6000004,76.9493866,22.3808842,32.6707802
"490","Oconee","GA",500,NA,101,17618,50.4000015,5.0999999,4.0999999,2954,28.3999996,38417,3.5,34,51.0999985,14.6000004,91.6903152,7.46395731,45.8394814
"491","Oglethorpe","GA",NA,NA,23,9763,14,6.80000019,5.30000019,1693,12.8000002,28175,8.80000019,40.2999992,42.9000015,16.7000008,74.71064,24.7772198,37.9289169
"492","Paulding","GA",520,NA,151,41611,81.1999969,4.4000001,2.9000001,3101,7.5999999,35667,1.5,34.5,47.5999985,17.6000004,95.4338989,3.96049118,36.2596436
"493","Peach","GA",4680,NA,145,21189,14.8000002,6,4,1994,15.1999998,30436,1.29999995,52.7000008,33.4000015,13.6000004,50.57341,47.5482559,32.9085846
"494","Pickens","GA",520,NA,65,14432,29,8.10000038,5.4000001,278,9,27790,2.79999995,41,40.5999985,18,97.8312073,1.71147454,39.8281593
"495","Pierce","GA",NA,NA,40,13328,14.8000002,7,4.69999981,1006,6.30000019,25373,4.9000001,41.4000015,42.5,15.8000002,87.6575623,11.7722092,33.553421
"496","Pike","GA",NA,NA,48,10224,17.6000004,7.0999999,5.30000019,1000,9.30000019,32399,3.70000005,40.2000008,44.4000015,15.1999998,79.4405289,20.080204,40.1408463
"497","Polk","GA",NA,NA,110,33815,5.9000001,8,6.0999999,2994,6.80000019,27896,3.0999999,45.7000008,39,15,84.4625168,14.1682682,31.54813
"498","Pulaski","GA",NA,NA,33,8108,-9.69999981,8.69999981,6.9000001,3487,10.6999998,28514,2.79999995,50.9000015,31.2000008,17.7999992,66.5638885,32.4617653,42.5629005
"499","Putnam","GA",NA,NA,44,14137,45.9000015,7.80000019,4.5,1571,11.6999998,28925,2.0999999,45.7999992,37.4000015,16.5,65.7848206,33.5856247,33.2036514
"500","Quitman","GA",NA,NA,15,2209,-3.79999995,11.1999998,6.30000019,1063,7.30000019,18140,4.69999981,56.7000008,30.7999992,12.3000002,49.4794006,50.1131744,41.7383423
"501","Rabun","GA",NA,NA,32,11648,14.3000002,10.6000004,7.5999999,2318,11.6000004,24233,1.20000005,40.5999985,41.2000008,17.7999992,98.9354401,0.351991773,39.6806335
"502","Randolph","GA",NA,NA,19,8023,-16.2999992,9.5,7.80000019,841,6,17221,3,59.2999992,30,10.6000004,41.2563896,57.8960495,36.8814659
"503","Richmond","GA",600,NA,625,189719,11.5,6.0999999,3.9000001,9238,17.2999992,29607,0.100000001,48.5999985,40.7000008,10.6000004,55.1404991,41.9773445,31.3742962
"504","Rockdale","GA",520,NA,451,54091,61.2999992,5,3,4776,18.1000004,42838,0.300000012,30.8999996,52.5999985,16.1000004,90.4309387,8.05124664,41.9478302
"505","Schley","GA",NA,NA,21,3588,4,7.9000001,5.5,1145,8,26895,3.70000005,46.4000015,39.4000015,13.8999996,64.5763626,34.057972,36.1203995
"506","Screven","GA",NA,NA,21,13842,-1.79999995,8.5,6.4000001,1449,8.60000038,25154,4.80000019,44.4000015,39.0999985,16.2000008,54.8909111,44.8562355,31.5416851
"507","Seminole","GA",NA,NA,38,9010,0.100000001,9,5.80000019,1325,7.80000019,22401,4.4000001,47.4000015,33.7000008,18.6000004,66.9367371,32.6637077,27.9578247
"508","Spalding","GA",520,NA,284,54457,17.2000008,6.9000001,4.9000001,4771,11.1000004,29936,0.600000024,40.5999985,46.2000008,13,70.2958298,28.9861717,28.8925209
"509","Stephens","GA",NA,NA,133,23257,9.60000038,9.19999981,5.80000019,2460,13.1000004,27768,1.79999995,35,47.7000008,17,87.2855453,11.983489,36.5180359
"510","Stewart","GA",NA,NA,12,5654,-7,9.80000019,7.4000001,1021,8,19500,1.70000005,52.9000015,40.7999992,6,36.0983391,63.2826309,51.4503021
"511","Sumter","GA",NA,NA,63,30228,4.69999981,7,6.30000019,4420,15.8999996,25676,3.20000005,49,39.4000015,11.3999996,52.6333199,46.4635429,30.3294964
"512","Talbot","GA",NA,NA,17,6524,1.89999998,7.0999999,6.4000001,1887,7.0999999,23054,5,65.9000015,25,8.89999962,37.3390541,62.3390541,41.1097488
"513","Taliaferro","GA",NA,NA,9,1915,-11.6000004,10.3000002,8.89999962,1788,5.5999999,17847,8.39999962,68.3000031,24.2999992,7.19999981,38.4334221,60.939949,57.75457
"514","Tattnall","GA",NA,NA,37,17722,-0.899999976,7.80000019,5.5999999,3698,6.5,23726,4.69999981,39.7000008,43.2000008,16.7999992,68.2033615,29.2122784,33.5289459
"515","Taylor","GA",NA,NA,20,7642,-3.20000005,8.60000038,5.80000019,1703,7.0999999,22423,3.79999995,52.5,37.5,9.80000019,56.1633072,43.1824112,37.5817833
"516","Telfair","GA",NA,NA,26,11000,0.5,9.5,8,2233,8.60000038,20453,3,53.4000015,31.6000004,14.6000004,65.4727249,34.2999992,38.1090927
"517","Terrell","GA",NA,NA,31,10653,-12.6000004,8.30000019,6.69999981,3975,9.19999981,21538,4.69999981,55.9000015,32.9000015,11.1000004,39.9042511,59.8610725,32.6105309
"518","Thomas","GA",NA,NA,72,38986,3.9000001,8,5.9000001,5276,13.3999996,25598,1.5,40.5,46,13.3000002,61.4861755,37.8571777,30.6468983
"519","Tift","GA",NA,NA,134,34998,8.19999981,6.5,4.80000019,5713,14,26578,2.4000001,41.0999985,46.9000015,11.8999996,71.2640686,26.775816,27.3415623
"520","Toombs","GA",NA,NA,67,24072,8.30000019,7.19999981,5.30000019,3239,11.3999996,25245,2,35.4000015,48.2000008,16.2000008,73.097374,23.4172478,31.1149883
"521","Towns","GA",NA,NA,42,6754,24.2000008,13.8000002,10.1000004,1177,11.3999996,23114,2.4000001,40.0999985,45.2000008,14.5,99.7038803,0,54.8415756
"522","Treutlen","GA",NA,NA,30,5994,-2.70000005,8.30000019,7,1061,6.30000019,21404,2.79999995,47.5999985,38.2999992,13.6000004,66.7500839,33.0997658,39.1057739
"523","Troup","GA",NA,NA,137,55536,13.1000004,7.69999981,6,7644,13.6000004,30072,0.800000012,37.5999985,47.5999985,14.6000004,69.2487793,30.0597801,30.6809998
"524","Turner","GA",NA,NA,30,8703,-9.80000019,7.9000001,6.19999981,2316,7.19999981,22330,6.0999999,55.2000008,31,12.1999998,58.9337006,40.6066856,34.7466393
"525","Twiggs","GA",4680,NA,27,9806,4.30000019,6.5999999,4.5,858,4.80000019,22867,1.89999998,61.7999992,25.1000004,12.6999998,53.9465637,45.9004707,34.5910683
"526","Union","GA",NA,NA,40,11993,36.7999992,10.8000002,7.5999999,1631,10.1000004,24334,4,40.7000008,44.7999992,14.1999998,99.4330063,0.158425748,47.1608429
"527","Upson","GA",NA,NA,81,26300,0.899999976,9,7,3478,9,27446,2.0999999,41.5999985,45,13.1999998,71.8517075,27.6501904,34.2243347
"528","Walker","GA",1560,NA,133,58340,5,8,5.30000019,3315,8.39999962,28250,0.899999976,35.5999985,48.5,15.6999998,95.6102142,3.84984565,29.9760036
"529","Walton","GA",520,NA,124,38586,30.6000004,6.5,4.69999981,3237,9.39999962,31659,2,38.9000015,45.2999992,15.5,80.7987366,18.413414,32.1126823
"530","Ware","GA",NA,NA,40,35471,-3.79999995,8.69999981,6.4000001,4627,10.3999996,25183,1.70000005,43.9000015,43.9000015,12.1000004,73.319046,26.0438099,29.3873863
"531","Warren","GA",NA,NA,21,6078,-8.39999962,8.39999962,8.10000038,467,4.19999981,21325,5.30000019,57,34.5,8.30000019,39.7005577,60.1513672,35.7847977
"532","Washington","GA",NA,NA,28,19112,2.5,7.4000001,6.30000019,4452,9.80000019,25466,4.5,52.2000008,35.4000015,12.1999998,48.1268311,51.6638756,35.1873169
"533","Wayne","GA",NA,NA,37,22356,14.6999998,6.80000019,4.9000001,3457,9.60000038,27582,2.29999995,40.4000015,44.7999992,14.6999998,79.9964218,19.4936485,33.7806396
"534","Webster","GA",NA,NA,11,2263,-5.4000001,8.69999981,5.80000019,346,5.5,22054,10.6999998,65.9000015,22.7999992,11.3000002,49.8011475,50.0220947,40.2562981
"535","Wheeler","GA",NA,NA,16,4903,-6.80000019,9.30000019,6.9000001,1457,8.60000038,21008,3.5999999,51.7999992,35.4000015,12.6000004,68.3663101,30.0632267,34.6522522
"536","White","GA",NA,NA,58,13006,37.4000015,8.89999962,6,2294,13.6000004,27830,2.9000001,33.5999985,47.4000015,18.7999992,96.2786407,2.76795316,40.2045212
"537","Whitfield","GA",NA,NA,256,72462,12.6999998,6,3.9000001,4363,12,32423,0.800000012,33,54,12.8999996,93.1978149,4.00347757,30.6905689
"538","Wilcox","GA",NA,NA,18,7008,-9.5,9.89999962,7.4000001,1017,7.5999999,22356,11.3999996,50.0999985,33.5999985,15.8999996,67.87957,31.7494297,38.8555946
"539","Wilkes","GA",NA,NA,22,10597,-3.29999995,9.69999981,7.30000019,951,10.3999996,23913,3.5,49.2999992,38.7000008,11.6999998,53.3169746,46.3244324,37.3879395
"540","Wilkinson","GA",NA,NA,23,10228,-0.800000012,6.69999981,4.80000019,2860,8.80000019,30360,1.5,56.0999985,30.2999992,12.8000002,57.7825584,42.0610085,39.8122787
"541","Worth","GA",NA,NA,36,19745,12.8000002,7,4.5999999,2259,6.30000019,25713,5.0999999,44.2000008,40.2000008,15.5,68.5743256,30.6457329,29.5619144
"542","Hawaii","HI",NA,NA,32,120317,41.5999985,7.80000019,4.80000019,5864,18.5,33186,2.5,50.5,30.3999996,17.5,39.67519,0.511149704,42.3182106
"543","Honolulu","HI",3320,NA,1438,836231,13.1999998,7,4,5959,24.6000004,45313,0.100000001,46.5999985,39.0999985,13.3999996,31.6147099,3.09424067,31.7903786
"544","Kalawao","HI",NA,NA,8,130,-23.6000004,20,13.8000002,0,4.5999999,41250,0,NA,NA,NA,23.0769234,0,0
"545","Kauai","HI",NA,NA,87,51177,38.7999992,7.69999981,5.4000001,4533,16.2999992,41099,1.60000002,56.5,33.0999985,9.30000019,34.6092987,0.412294596,37.0478935
"546","Maui","HI",NA,NA,93,100374,52.2999992,7,4.30000019,6927,17.7999992,42129,1.29999995,51.0999985,30,17.8999996,39.6178284,0.492159337,36.9866714
"547","Ada","ID",1080,NA,212,205775,29,6,4.4000001,4567,24.8999996,35813,1,29,44.5,25.6000004,96.6531372,0.465557039,53.537117
"548","Adams","ID",NA,NA,3,3254,5.5999999,8.60000038,6,864,10.8000002,25781,12.6000004,23.6000004,38.9000015,35.9000015,98.4327011,0.0614628159,59.5267372
"549","Bannock","ID",NA,NA,62,66026,4.80000019,5.9000001,4.30000019,4795,19.7999992,31724,1.29999995,34.4000015,37.2999992,25.2000008,93.5116501,0.652773142,48.7853279
"550","Bear Lake","ID",NA,NA,6,6084,-9.69999981,8.60000038,6.4000001,1609,11.3999996,27045,5.5,19.7000008,49.7000008,24,98.60289,0,46.9099274
"551","Benewah","ID",NA,NA,10,7937,-2.20000005,7.19999981,5.9000001,2945,8.80000019,24984,4.69999981,34.2999992,33,31.5,91.697113,0.0755953118,46.6549072
"552","Bingham","ID",NA,NA,19,37583,8.60000038,5.9000001,4.19999981,2447,13.1000004,27496,7.0999999,22.2999992,45.9000015,25.8999996,86.3129578,0.103770323,42.5484924
"553","Blaine","ID",NA,NA,6,13552,51.2000008,4.19999981,2.5,4748,33,37969,3.20000005,35.7000008,28,35.2999992,97.7051392,0.0737898499,59.1942139
"554","Boise","ID",NA,NA,2,3509,34.5,7.5,3.5,2513,14.3999996,30476,0.899999976,26.8999996,39.2999992,32.5,97.7771454,0.0569962971,66.1156998
"555","Bonner","ID",NA,NA,17,26622,19.8999996,8.69999981,5.5999999,4794,15.1999998,24248,2.5999999,36.0999985,28.5,33.5999985,98.4524078,0.138982803,51.9157104
"556","Bonneville","ID",NA,NA,41,72207,17.2999992,5.4000001,3.5999999,4808,23.2000008,34378,2.70000005,19.7999992,46.7999992,28.8999996,95.899292,0.411317468,48.9924812
"557","Boundary","ID",NA,NA,7,8332,18.5,6.69999981,5.5999999,1721,13.3000002,25288,5.80000019,29,39.2000008,30.1000004,95.4152679,0.0360057615,45.2952461
"558","Butte","ID",NA,NA,1,2918,-12,7.4000001,5.4000001,498,13.5,30411,16.2000008,28.7999992,40.0999985,26.1000004,96.9499664,0,51.5078812
"559","Camas","ID",NA,NA,1,727,-7.69999981,7.5999999,6.0999999,1600,15,26667,9.10000038,27.6000004,41.5999985,29.7999992,97.9367294,0.275103152,66.8500671
"560","Canyon","ID",1080,NA,163,90076,14.8999996,7.5999999,6.0999999,6163,12,26328,5.4000001,24,50.7999992,23.7000008,89.3079147,0.194280386,42.0189629
"561","Caribou","ID",NA,NA,4,6963,-18.2000008,6.5,5.19999981,1865,11.8000002,33708,7,17.3999996,41.7000008,33.5999985,98.0037308,0.100531377,46.4742203
"562","Cassia","ID",NA,NA,8,19532,3.79999995,7.19999981,5.19999981,5919,14,27245,9.60000038,17.7000008,53.2000008,23.3999996,90.0061417,0.0153594101,39.02314
"563","Clark","ID",NA,NA,0,762,0,8,4.19999981,2290,14.1000004,29583,14.8000002,22.5,46.0999985,28.1000004,90.2887115,0,55.5118103
"564","Clearwater","ID",NA,NA,4,8505,-16.6000004,9,6,2393,11.3999996,26832,4.19999981,38.4000015,30.8999996,29.3999996,97.1428604,0.117577896,43.8800697
"565","Custer","ID",NA,NA,1,4133,19.6000004,7.30000019,4.69999981,1970,15.6000004,30000,7.9000001,26.1000004,38.2999992,33.7000008,97.8466034,0.0483909994,52.3590622
"566","Elmore","ID",NA,NA,7,21205,-4.5999999,4.5999999,2.9000001,2500,15.8000002,25502,1.5,27,44.7999992,27.1000004,89.120491,3.66423011,32.4923363
"567","Franklin","ID",NA,NA,14,9232,6.5,7.19999981,6.69999981,2100,14.3000002,28717,11.6999998,12.8999996,52.2000008,22,98.0502625,0.0541594438,43.8691521
"568","Fremont","ID",NA,NA,6,10937,3.9000001,6.5999999,4.69999981,1958,11.1000004,26836,7.80000019,18.2000008,47.0999985,27.2000008,93.9288635,0.0822894797,45.295784
"569","Gem","ID",NA,NA,22,11844,4.9000001,10.3999996,7.5,2054,8.60000038,25055,8.60000038,28.1000004,42.9000015,27.2000008,95.5927048,0.109760217,48.3198242
"570","Gooding","ID",NA,NA,16,11633,1.29999995,9.30000019,8,1674,13.3000002,22885,12.1000004,27.5,39.0999985,28.6000004,93.5786133,0.0601736456,47.8294525
"571","Idaho","ID",NA,NA,2,13783,-3.9000001,8.69999981,6.9000001,1469,12.6999998,25302,10.5,29.2999992,40.2000008,28.2000008,97.0615997,0.0217659436,48.8572884
"572","Jefferson","ID",NA,NA,16,16543,14.3000002,5.69999981,4.0999999,2378,11.8000002,27313,11,13.6999998,48.7999992,30.3999996,94.4629135,0.0423139706,43.0151711
"573","Jerome","ID",NA,NA,26,15138,5.69999981,8.39999962,5.69999981,3047,11,24499,10.8000002,25.8999996,44.2000008,26.2999992,94.4906845,0.0594530329,44.3915977
"574","Kootenai","ID",NA,NA,62,69795,29.6000004,8,5.4000001,5209,16,30013,1.60000002,31.7999992,36,31,98.0886917,0.134680137,52.049572
"575","Latah","ID",NA,NA,30,30617,10.5,4.9000001,4.69999981,2826,35.7999992,30474,4,44.2999992,32.7999992,22.1000004,95.9858932,0.568311751,53.33638
"576","Lemhi","ID",NA,NA,2,6899,-5.0999999,10.8999996,6.5999999,1285,11.8000002,23077,8.10000038,26.1000004,40.2999992,30.7999992,98.173645,0.0289897081,55.3848381
"577","Lewis","ID",NA,NA,8,3516,-11.8999996,10.1999998,7.30000019,2012,13.1999998,24640,7.5,37.9000015,33.4000015,27.6000004,94.4823685,0.113765642,50.5688286
"578","Lincoln","ID",NA,NA,3,3308,-0.300000012,8.10000038,6.30000019,0,11.8999996,25128,21.3999996,30.2999992,38.5999985,26,97.6723099,0.0906892419,51.3603401
"579","Madison","ID",NA,NA,51,23674,23,3.20000005,2.5999999,3512,19.2000008,26726,3.9000001,9.5,59.0999985,24.7000008,96.0589676,0.18163386,32.7912483
"580","Minidoka","ID",NA,NA,27,19361,2.29999995,8,4.5,3719,9,25977,11.1999998,24.5,44.5,25.2999992,85.4294739,0.222095966,38.3089714
"581","Nez Perce","ID",NA,NA,41,33754,5.19999981,9,7.0999999,3809,15.6000004,30734,1.60000002,41.5999985,32,25.7000008,93.8585052,0.142205372,50.2873726
"582","Oneida","ID",NA,NA,3,3492,6.5,9.5,8.19999981,2109,12.8999996,28165,17.1000004,18.7999992,38.2000008,31.6000004,98.2531509,0.114547536,53.4364243
"583","Owyhee","ID",NA,NA,1,8392,3.29999995,7.0999999,5.69999981,2656,8.69999981,21054,14.3999996,22.2999992,47.7999992,28.1000004,82.6382294,0.26215443,36.6062927
"584","Payette","ID",NA,NA,43,16434,10.3999996,8.80000019,7.30000019,3573,9.80000019,23755,7.19999981,24.6000004,42.9000015,30.5,92.5520248,0.0851892382,41.0429611
"585","Power","ID",NA,NA,5,7086,9.89999962,5.80000019,4.4000001,4636,11.1000004,27607,3.0999999,28.1000004,45.4000015,23.3999996,86.8896408,0.0987863392,42.0124207
"586","Shoshone","ID",NA,NA,5,13931,-29,9.5,7.30000019,4654,9,25723,0.200000003,48.5999985,22,28.7000008,97.7675705,0.114851773,47.0030861
"587","Teton","ID",NA,NA,9,3439,33.4000015,6.9000001,4.19999981,902,17.3999996,25219,11.3000002,24.6000004,39.7000008,31.7000008,97.7028198,0.0581564419,55.7720261
"588","Twin Falls","ID",NA,NA,29,53580,5.80000019,8.39999962,6.9000001,4986,13.3000002,27895,8.19999981,28.1000004,44,25.7000008,95.5617752,0.121313922,43.8652496
"589","Valley","ID",NA,NA,2,6109,23.7999992,8.80000019,4,5552,19.3999996,27967,2.4000001,30.2999992,37.2999992,31.6000004,98.0193176,0.130954325,67.9816666
"590","Washington","ID",NA,NA,6,8550,-0.899999976,10.6000004,9.30000019,2414,10.3000002,21068,9.10000038,26.2000008,42.0999985,28.1000004,89.5906448,0.0818713456,50.0701752
"591","Adams","IL",NA,NA,77,66090,-7.4000001,9.30000019,8.30000019,3466,13.6999998,29104,5.5999999,37.2000008,42.7999992,19.5,96.712059,2.57527614,47.7818146
"592","Alexander","IL",NA,NA,45,10626,-13.8000002,9.60000038,8.5,5518,7.80000019,19399,4.0999999,58.7999992,29.7999992,10.8999996,66.3843384,32.9004326,41.0502548
"593","Bond","IL",NA,NA,40,14991,-7.0999999,9.10000038,8.30000019,2253,12.6999998,29427,11.1000004,45.4000015,36,18.2000008,96.5712738,2.86171699,50.3502083
"594","Boone","IL",6880,NA,116,30806,14.5,6.5999999,5.0999999,2945,12,38586,4.5999999,37.5,41,21.1000004,95.2541733,0.412257344,44.23489
"595","Brown","IL",NA,NA,19,5836,9.10000038,8.30000019,8.5,1612,9.80000019,25180,13.6000004,42.5999985,38.2999992,18.7000008,90.1987686,9.37285805,46.0760803
